MetaName,AlgoConfig,Timeout,Parameters,StartSol_Profit,MH_Profit,Runtime
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.0001, 'neighborhood': 'random_swap_within_week', 'temperature': 10000}",3569.0,4185.0,1.609375
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 20000}",3569.0,4361.0,3.28125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.001, 'neighborhood': 'random_swap_within_week', 'temperature': 20000}",3569.0,4258.0,1.453125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.0001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 20000}",3569.0,4361.0,3.8125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.0001, 'neighborhood': 'random_swap_within_week', 'temperature': 20000}",3569.0,4250.0,1.65625
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.001, 'neighborhood': 'random_swap_within_week', 'temperature': 10000}",3569.0,3995.0,0.453125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.0001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 10000}",3569.0,4361.0,1.171875
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.0001, 'neighborhood': 'random_swap_within_week', 'temperature': 10000}",3569.0,3835.0,0.515625
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 20000}",3569.0,4361.0,1.0625
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.001, 'neighborhood': 'random_swap_within_week', 'temperature': 20000}",3569.0,3897.0,0.484375
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.0001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 20000}",3569.0,4361.0,1.203125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.85, 'epsilon': 0.0001, 'neighborhood': 'random_swap_within_week', 'temperature': 20000}",3569.0,3807.0,0.53125
simulated_annealing,"{'n': 10, 't': 0.666, 's': 4, 'r': 2, 'p': array([-1, 20, 12, 23, 43, 26, 29, 22,  8, 12, 39, -1, 16, 31,  6, 19, 21,
        1, 36, 42, 62, 66, -1, 15, 11, 13, 17, 17, 12,  9, 28, 77, 17, -1,
       17,  4, 26, 35,  8, 19, 31, 34, 71, 32, -1, 17, 34,  1, 18, 40, 22,
       16, 95, 60, 64, -1,  2, 20, 28, 21, 93, 81, 50, 80, 25, 35, -1, 43,
        9,  9, 82, 30, 70, 42, 55, 37, 65, -1,  3, 42, 24, 40, 84, 49, 14,
       49, 13, 63, -1, 20, 29, 69, 63, 38, 74, 56, 39, 71, 41, -1, -1, 41,
       31, 38, 14, 35, 45, 22, 18, 49, 75, -1, 26, 19, 34, 14, 39, 36, 48,
       38, 89, 33, -1, 48, 23, 38, 18, 19, 42, 45, 83, 58, 52, -1, 32, 45,
       30, 36, 24, 13, 44, 72, 22, 44, -1, 43, 13, 39, 30, 26, 59, 79, 32,
       27, 75, -1, 27, 44, 34, 35, 63, 48, 63, 66, 43, 21, -1, 40, 12, 17,
       26, 20, 31, 81, 28, 48, 43, -1, 30, 41, 64, 61, 36, 56, 12, 49, 88,
       46, -1, 15, 84, 36, 57, 63, 91, 38, 76, 67, 89, -1, -1,  1, 47,  9,
        1, 38, 16, 24, 17, 39, 24, -1,  4, 47, 17,  1, 47,  8, 11, 10, 60,
       29, -1,  3, 30, 13,  3, 36,  5, 16, 28, 47, 48, -1, 23,  4, 41,  4,
       42,  4, 45, 61, 44, 36, -1, 31, 33, 27,  5, 26, 71, 11, 31, 53, 61,
       -1,  9, 14, 39, 26, 63, 93, 17, 77, 16, 50, -1,  6, 44, 20, 46, 52,
       57, 33, 63, 84, 71, -1, 35,  4, 38, 51, 43, 36, 33, 39, 79, 44, -1,
       17, 42, 83, 68, 50, 48, 41, 23, 89, 42, -1])}",30.0,"{'alpha': 0.95, 'epsilon': 0.001, 'neighborhood': 'select_worst_n_weeks', 'temperature': 10000}",3569.0,4361.0,3.21875
